Country / territory of asylum/residence,Origin,Year,Month,Value
France,Sudan,2003,September,53
France,Sudan,2003,October,61
France,Sudan,2003,November,39
France,Sudan,2003,December,27
France,Sudan,2004,January,12
France,Sudan,2004,February,11
France,Sudan,2004,March,12
France,Sudan,2004,April,15
France,Sudan,2004,May,16
France,Sudan,2004,June,20
France,Sudan,2004,July,13
France,Sudan,2004,August,22
France,Sudan,2004,September,51
France,Sudan,2004,October,33
France,Sudan,2004,November,29
France,Sudan,2004,December,52
France,Sudan,2005,January,34
France,Sudan,2005,February,42
France,Sudan,2005,March,56
France,Sudan,2005,April,29
France,Sudan,2005,May,44
France,Sudan,2005,June,26
France,Sudan,2005,July,18
France,Sudan,2005,August,25
France,Sudan,2005,September,38
France,Sudan,2005,October,34
France,Sudan,2005,November,16
France,Sudan,2005,December,40
France,Sudan,2006,January,31
France,Sudan,2006,February,33
France,Sudan,2006,March,46
France,Sudan,2006,April,15
France,Sudan,2006,May,26
France,Sudan,2006,June,33
France,Sudan,2006,July,53
France,Sudan,2006,August,42
France,Sudan,2006,September,30
France,Sudan,2006,October,38
France,Sudan,2006,November,51
France,Sudan,2006,December,54
France,Sudan,2007,January,56
France,Sudan,2007,February,50
France,Sudan,2007,March,21
France,Sudan,2007,April,49
France,Sudan,2007,May,21
France,Sudan,2007,June,27
France,Sudan,2007,July,20
France,Sudan,2007,August,27
France,Sudan,2007,September,28
France,Sudan,2007,October,33
France,Sudan,2007,November,41
France,Sudan,2007,December,30
France,Sudan,2008,January,19
France,Sudan,2008,February,21
France,Sudan,2008,March,38
France,Sudan,2008,April,33
France,Sudan,2008,May,26
France,Sudan,2008,June,21
France,Sudan,2008,July,26
France,Sudan,2008,August,32
France,Sudan,2008,September,26
France,Sudan,2008,October,49
France,Sudan,2008,November,41
France,Sudan,2008,December,65
France,Sudan,2009,January,44
France,Sudan,2009,February,51
France,Sudan,2009,March,51
France,Sudan,2009,April,71
France,Sudan,2009,May,60
France,Sudan,2009,June,48
France,Sudan,2009,July,68
France,Sudan,2009,August,92
France,Sudan,2009,September,62
France,Sudan,2009,October,87
France,Sudan,2009,November,102
France,Sudan,2009,December,76
France,Sudan,2010,January,60
France,Sudan,2010,February,92
France,Sudan,2010,March,88
France,Sudan,2010,April,66
France,Sudan,2010,May,63
France,Sudan,2010,June,63
France,Sudan,2010,July,84
France,Sudan,2010,August,60
France,Sudan,2010,September,70
France,Sudan,2010,October,57
France,Sudan,2010,November,46
France,Sudan,2010,December,63
France,Sudan,2011,January,54
France,Sudan,2011,February,52
France,Sudan,2011,March,53
France,Sudan,2011,April,52
France,Sudan,2011,May,48
France,Sudan,2011,June,59
France,Sudan,2011,July,42
France,Sudan,2011,August,63
France,Sudan,2011,September,147
France,Sudan,2011,October,83
France,Sudan,2011,November,53
France,Sudan,2011,December,77
France,Sudan,2012,January,59
France,Sudan,2012,February,44
France,Sudan,2012,March,84
France,Sudan,2012,April,54
France,Sudan,2012,May,75
France,Sudan,2012,June,70
France,Sudan,2012,July,79
France,Sudan,2012,August,58
France,Sudan,2012,September,56
France,Sudan,2012,October,70
France,Sudan,2012,November,54
France,Sudan,2012,December,49
France,Sudan,2013,January,59
France,Sudan,2013,February,63
France,Sudan,2013,March,69
France,Sudan,2013,April,53
France,Sudan,2013,May,71
France,Sudan,2013,June,87
France,Sudan,2013,July,70
France,Sudan,2013,August,74
France,Sudan,2013,September,59
France,Sudan,2013,October,81
France,Sudan,2013,November,68
France,Sudan,2013,December,86
France,Sudan,2014,January,92
France,Sudan,2014,February,88
France,Sudan,2014,March,137
France,Sudan,2014,April,140
France,Sudan,2014,May,136
France,Sudan,2014,June,144
France,Sudan,2014,July,186
France,Sudan,2014,August,117
France,Sudan,2014,September,170
France,Sudan,2014,October,245
France,Sudan,2014,November,227
France,Sudan,2014,December,266
France,Sudan,2015,January,110
France,Sudan,2015,February,149
France,Sudan,2015,March,259
France,Sudan,2015,April,261
France,Sudan,2015,May,199
France,Sudan,2015,June,375
France,Sudan,2015,July,434
France,Sudan,2015,August,647
France,Sudan,2015,September,649
France,Sudan,2015,October,621
France,Sudan,2015,November,641
France,Sudan,2015,December,993
France,Sudan,2016,January,471
France,Sudan,2016,February,547
France,Sudan,2016,March,719
France,Sudan,2016,April,539
France,Sudan,2016,May,312
France,Sudan,2016,June,286
France,Sudan,2016,July,261
France,Sudan,2016,August,372
France,Sudan,2016,September,579
France,Sudan,2016,October,601
France,Sudan,2016,November,457
France,Sudan,2017,January,430
France,Sudan,2017,February,489
France,Sudan,2017,March,471
France,Sudan,2017,April,474
France,Sudan,2017,May,441
France,Sudan,2017,June,283
France,Sudan,2017,July,356
France,Sudan,2017,August,391
France,Sudan,2017,September,336
France,Sudan,2017,October,472
France,Sudan,2017,November,275
France,Sudan,2017,December,270
France,Sudan,2018,January,235
France,Sudan,2018,February,265
France,Sudan,2018,March,285
France,Sudan,2018,April,255
France,Sudan,2018,May,275
France,Sudan,2018,June,490
France,Sudan,2018,July,805
France,El Salvador,2001,January,1
France,El Salvador,2001,March,1
France,El Salvador,2011,June,1
France,El Salvador,2011,July,1
France,El Salvador,2011,September,5
France,El Salvador,2015,April,8
France,El Salvador,2015,August,4
France,El Salvador,2015,October,1
France,El Salvador,2015,December,1
France,El Salvador,2017,February,9
France,El Salvador,2017,March,*
France,El Salvador,2017,May,*
France,El Salvador,2017,July,*
France,El Salvador,2017,November,5
France,El Salvador,2018,March,5
France,El Salvador,2018,April,10
France,El Salvador,2018,May,15
France,El Salvador,2018,June,10
France,El Salvador,2018,July,5
France,Syrian Arab Rep.,1999,January,1
France,Syrian Arab Rep.,1999,February,2
France,Syrian Arab Rep.,1999,March,2
France,Syrian Arab Rep.,1999,April,3
France,Syrian Arab Rep.,1999,May,1
France,Syrian Arab Rep.,1999,June,2
France,Syrian Arab Rep.,1999,July,3
France,Syrian Arab Rep.,1999,August,2
France,Syrian Arab Rep.,1999,September,3
France,Syrian Arab Rep.,1999,October,1
France,Syrian Arab Rep.,1999,November,4
France,Syrian Arab Rep.,1999,December,3
France,Syrian Arab Rep.,2000,February,1
France,Syrian Arab Rep.,2000,March,4
France,Syrian Arab Rep.,2000,April,3
France,Syrian Arab Rep.,2000,July,1
France,Syrian Arab Rep.,2000,August,1
France,Syrian Arab Rep.,2000,October,2
France,Syrian Arab Rep.,2000,December,5
France,Syrian Arab Rep.,2001,January,1
France,Syrian Arab Rep.,2001,March,55
France,Syrian Arab Rep.,2001,April,4
France,Syrian Arab Rep.,2001,May,2
France,Syrian Arab Rep.,2001,June,3
France,Syrian Arab Rep.,2001,July,4
France,Syrian Arab Rep.,2001,August,3
France,Syrian Arab Rep.,2001,September,8
France,Syrian Arab Rep.,2001,November,7
France,Syrian Arab Rep.,2001,December,3
France,Syrian Arab Rep.,2002,January,1
France,Syrian Arab Rep.,2002,February,2
France,Syrian Arab Rep.,2002,March,6
France,Syrian Arab Rep.,2002,May,2
France,Syrian Arab Rep.,2002,June,1
France,Syrian Arab Rep.,2002,July,1
France,Syrian Arab Rep.,2002,September,6
France,Syrian Arab Rep.,2002,October,5
France,Syrian Arab Rep.,2002,November,3
France,Syrian Arab Rep.,2002,December,2
France,Syrian Arab Rep.,2003,January,2
France,Syrian Arab Rep.,2003,February,6
France,Syrian Arab Rep.,2003,March,6
France,Syrian Arab Rep.,2003,April,4
France,Syrian Arab Rep.,2003,June,3
France,Syrian Arab Rep.,2003,August,5
France,Syrian Arab Rep.,2003,September,10
France,Syrian Arab Rep.,2003,October,7
France,Syrian Arab Rep.,2003,November,2
France,Syrian Arab Rep.,2003,December,4
France,Syrian Arab Rep.,2004,January,3
France,Syrian Arab Rep.,2004,February,4
France,Syrian Arab Rep.,2004,April,2
France,Syrian Arab Rep.,2004,May,4
France,Syrian Arab Rep.,2004,June,3
France,Syrian Arab Rep.,2004,July,4
France,Syrian Arab Rep.,2004,August,10
France,Syrian Arab Rep.,2004,September,2
France,Syrian Arab Rep.,2004,October,3
France,Syrian Arab Rep.,2004,December,17
France,Syrian Arab Rep.,2005,January,3
France,Syrian Arab Rep.,2005,February,2
France,Syrian Arab Rep.,2005,March,7
France,Syrian Arab Rep.,2005,April,6
France,Syrian Arab Rep.,2005,May,2
France,Syrian Arab Rep.,2005,June,3
France,Syrian Arab Rep.,2005,July,2
France,Syrian Arab Rep.,2005,September,2
France,Syrian Arab Rep.,2005,October,2
France,Syrian Arab Rep.,2005,November,3
France,Syrian Arab Rep.,2006,January,4
France,Syrian Arab Rep.,2006,February,3
France,Syrian Arab Rep.,2006,May,1
France,Syrian Arab Rep.,2006,July,1
France,Syrian Arab Rep.,2006,August,1
France,Syrian Arab Rep.,2006,September,3
France,Syrian Arab Rep.,2006,November,4
France,Syrian Arab Rep.,2006,December,4
France,Syrian Arab Rep.,2007,January,4
France,Syrian Arab Rep.,2007,February,1
France,Syrian Arab Rep.,2007,March,2
France,Syrian Arab Rep.,2007,April,3
France,Syrian Arab Rep.,2007,May,4
France,Syrian Arab Rep.,2007,June,11
France,Syrian Arab Rep.,2007,July,2
France,Syrian Arab Rep.,2007,August,2
France,Syrian Arab Rep.,2007,September,7
France,Syrian Arab Rep.,2007,October,5
France,Syrian Arab Rep.,2007,November,1
France,Syrian Arab Rep.,2007,December,3
France,Syrian Arab Rep.,2008,January,4
France,Syrian Arab Rep.,2008,February,3
France,Syrian Arab Rep.,2008,March,6
France,Syrian Arab Rep.,2008,April,1
France,Syrian Arab Rep.,2008,May,4
France,Syrian Arab Rep.,2008,August,1
France,Syrian Arab Rep.,2008,September,3
France,Syrian Arab Rep.,2008,October,4
France,Syrian Arab Rep.,2008,November,1
France,Syrian Arab Rep.,2008,December,5
France,Syrian Arab Rep.,2009,January,2
France,Syrian Arab Rep.,2009,February,6
France,Syrian Arab Rep.,2009,March,8
France,Syrian Arab Rep.,2009,April,2
France,Syrian Arab Rep.,2009,May,1
France,Syrian Arab Rep.,2009,June,2
France,Syrian Arab Rep.,2009,July,1
France,Syrian Arab Rep.,2009,August,9
France,Syrian Arab Rep.,2009,September,8
France,Syrian Arab Rep.,2009,October,8
France,Syrian Arab Rep.,2009,November,12
France,Syrian Arab Rep.,2009,December,2
France,Syrian Arab Rep.,2010,January,7
France,Syrian Arab Rep.,2010,February,80
France,Syrian Arab Rep.,2010,March,4
France,Syrian Arab Rep.,2010,April,9
France,Syrian Arab Rep.,2010,May,14
France,Syrian Arab Rep.,2010,June,12
France,Syrian Arab Rep.,2010,July,8
France,Syrian Arab Rep.,2010,August,13
France,Syrian Arab Rep.,2010,September,9
France,Syrian Arab Rep.,2010,October,10
France,Syrian Arab Rep.,2010,November,17
France,Syrian Arab Rep.,2010,December,9
France,Syrian Arab Rep.,2011,January,3
France,Syrian Arab Rep.,2011,February,1
France,Syrian Arab Rep.,2011,March,5
France,Syrian Arab Rep.,2011,April,3
France,Syrian Arab Rep.,2011,May,7
France,Syrian Arab Rep.,2011,June,7
France,Syrian Arab Rep.,2011,July,10
France,Syrian Arab Rep.,2011,August,10
France,Syrian Arab Rep.,2011,September,12
France,Syrian Arab Rep.,2011,October,25
France,Syrian Arab Rep.,2011,November,15
France,Syrian Arab Rep.,2011,December,21
France,Syrian Arab Rep.,2012,January,34
France,Syrian Arab Rep.,2012,February,29
France,Syrian Arab Rep.,2012,March,42
France,Syrian Arab Rep.,2012,April,47
France,Syrian Arab Rep.,2012,May,33
France,Syrian Arab Rep.,2012,June,27
France,Syrian Arab Rep.,2012,July,44
France,Syrian Arab Rep.,2012,August,54
France,Syrian Arab Rep.,2012,September,51
France,Syrian Arab Rep.,2012,October,79
France,Syrian Arab Rep.,2012,November,86
France,Syrian Arab Rep.,2012,December,103
France,Syrian Arab Rep.,2013,January,79
France,Syrian Arab Rep.,2013,February,114
France,Syrian Arab Rep.,2013,March,125
France,Syrian Arab Rep.,2013,April,94
France,Syrian Arab Rep.,2013,May,95
France,Syrian Arab Rep.,2013,June,96
France,Syrian Arab Rep.,2013,July,95
France,Syrian Arab Rep.,2013,August,70
France,Syrian Arab Rep.,2013,September,93
France,Syrian Arab Rep.,2013,October,180
France,Syrian Arab Rep.,2013,November,142
France,Syrian Arab Rep.,2013,December,120
France,Syrian Arab Rep.,2014,January,155
France,Syrian Arab Rep.,2014,February,224
France,Syrian Arab Rep.,2014,March,391
France,Syrian Arab Rep.,2014,April,223
France,Syrian Arab Rep.,2014,May,228
France,Syrian Arab Rep.,2014,June,216
France,Syrian Arab Rep.,2014,July,231
France,Syrian Arab Rep.,2014,August,162
France,Syrian Arab Rep.,2014,September,458
France,Syrian Arab Rep.,2014,October,385
France,Syrian Arab Rep.,2014,November,184
France,Syrian Arab Rep.,2014,December,272
France,Syrian Arab Rep.,2015,January,169
France,Syrian Arab Rep.,2015,February,307
France,Syrian Arab Rep.,2015,March,470
France,Syrian Arab Rep.,2015,April,378
France,Syrian Arab Rep.,2015,May,210
France,Syrian Arab Rep.,2015,June,332
France,Syrian Arab Rep.,2015,July,237
France,Syrian Arab Rep.,2015,August,322
France,Syrian Arab Rep.,2015,September,774
France,Syrian Arab Rep.,2015,October,666
France,Syrian Arab Rep.,2015,November,650
France,Syrian Arab Rep.,2015,December,595
France,Syrian Arab Rep.,2016,January,402
France,Syrian Arab Rep.,2016,February,437
France,Syrian Arab Rep.,2016,March,314
France,Syrian Arab Rep.,2016,April,525
France,Syrian Arab Rep.,2016,May,941
France,Syrian Arab Rep.,2016,June,446
France,Syrian Arab Rep.,2016,July,570
France,Syrian Arab Rep.,2016,August,467
France,Syrian Arab Rep.,2016,September,508
France,Syrian Arab Rep.,2016,October,597
France,Syrian Arab Rep.,2016,November,314
France,Syrian Arab Rep.,2017,January,587
France,Syrian Arab Rep.,2017,February,489
France,Syrian Arab Rep.,2017,March,348
France,Syrian Arab Rep.,2017,April,452
France,Syrian Arab Rep.,2017,May,460
France,Syrian Arab Rep.,2017,June,427
France,Syrian Arab Rep.,2017,July,506
France,Syrian Arab Rep.,2017,August,500
France,Syrian Arab Rep.,2017,September,374
France,Syrian Arab Rep.,2017,October,403
France,Syrian Arab Rep.,2017,November,400
France,Syrian Arab Rep.,2017,December,295
France,Syrian Arab Rep.,2018,January,205
France,Syrian Arab Rep.,2018,February,250
France,Syrian Arab Rep.,2018,March,285
France,Syrian Arab Rep.,2018,April,350
France,Syrian Arab Rep.,2018,May,215
France,Syrian Arab Rep.,2018,June,215
France,Syrian Arab Rep.,2018,July,275
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,January,30
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,February,25
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,March,45
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,April,40
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,May,85
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,June,120
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,July,205
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,August,185
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,September,75
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,October,55
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,November,65
United Kingdom of Great Britain and Northern Ireland,Colombia,1999,December,70
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,January,60
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,February,85
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,March,85
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,April,40
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,May,40
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,June,15
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,July,20
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,August,15
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,September,40
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,October,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,November,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2000,December,15
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,January,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,February,15
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,March,20
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,April,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,May,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,June,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,July,40
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,August,35
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,September,20
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,October,45
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,November,40
United Kingdom of Great Britain and Northern Ireland,Colombia,2001,December,45
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,January,59
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,February,59
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,March,57
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,April,53
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,May,58
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,June,26
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,July,43
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,August,30
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,September,33
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,October,42
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,November,55
United Kingdom of Great Britain and Northern Ireland,Colombia,2002,December,50
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,January,62
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,February,28
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,March,33
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,April,23
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,May,25
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,June,21
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,July,24
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,August,12
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,September,20
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,October,18
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,November,15
United Kingdom of Great Britain and Northern Ireland,Colombia,2003,December,11
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,January,10
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,February,17
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,March,16
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,April,24
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,May,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,June,8
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,July,14
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,August,9
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,September,13
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,October,9
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,November,16
United Kingdom of Great Britain and Northern Ireland,Colombia,2004,December,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,January,9
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,February,12
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,March,14
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,April,13
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,May,8
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,June,6
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,July,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,August,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,September,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,October,7
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,November,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2005,December,7
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,January,11
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,February,8
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,March,6
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,April,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,May,7
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,June,8
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,July,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,August,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,September,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,October,12
United Kingdom of Great Britain and Northern Ireland,Colombia,2006,November,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,January,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,February,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,March,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,April,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,May,6
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,June,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,July,6
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,August,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,September,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,October,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,November,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2007,December,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,January,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,February,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,March,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,April,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,May,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,June,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,July,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,August,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,September,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,October,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,November,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2008,December,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,February,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,March,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,April,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,May,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,June,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,August,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,September,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,October,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,November,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2009,December,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,February,6
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,April,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,June,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,July,5
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,October,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,November,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2010,December,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,January,8
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,February,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,March,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,April,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,May,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,June,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,July,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,September,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,November,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2011,December,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,January,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,March,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,May,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,June,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,September,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,October,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2012,December,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2013,February,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2013,March,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2013,June,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2013,July,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2013,August,4
United Kingdom of Great Britain and Northern Ireland,Colombia,2014,February,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2014,April,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2014,August,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2014,November,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,February,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,March,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,April,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,May,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,June,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,November,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2015,December,9
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,July,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,August,7
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,September,1
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,November,2
United Kingdom of Great Britain and Northern Ireland,Colombia,2016,December,3
United Kingdom of Great Britain and Northern Ireland,Colombia,2017,May,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2017,June,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2017,September,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2017,October,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2017,November,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2018,January,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2018,March,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2018,April,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2018,June,*
United Kingdom of Great Britain and Northern Ireland,Colombia,2018,July,*
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,August,75
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,September,82
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,October,96
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,November,66
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,December,83
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,January,74
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,February,83
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,March,80
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,April,92
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,May,118
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,June,168
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,July,178
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,August,141
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,September,206
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,October,217
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,November,135
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,December,123
United Kingdom of Great Britain and Northern Ireland,Sudan,2015,January,158
United Kingdom of Great Britain and Northern Ireland,Sudan,2015,February,108
