,destination,Origin,applied,accepted,Rejected,decisions,Year,Month,Value,deaths
711,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,January,63.0,12346
712,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,February,45.0,12346
713,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,March,53.0,12346
714,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,April,59.0,12346
715,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,May,52.0,12346
716,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,June,58.0,12346
717,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,July,48.0,12346
718,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,August,39.0,12346
719,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,September,48.0,12346
720,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,October,50.0,12346
721,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,November,46.0,12346
722,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,December,44.0,12346
723,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,January,98.0,12346
724,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,February,146.0,12346
725,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,March,139.0,12346
726,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,April,96.0,12346
727,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,May,93.0,12346
728,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,June,147.0,12346
729,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,July,230.0,12346
730,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,August,241.0,12346
731,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,September,186.0,12346
732,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,October,173.0,12346
733,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,November,101.0,12346
734,UK,Afghanistan,2374.0,608.0,994.0,2009.0,2014.0,December,103.0,12346
735,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,January,981.0,12346
736,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,February,781.0,12346
737,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,March,675.0,12346
738,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,April,673.0,12346
739,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,May,523.0,12346
740,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,June,621.0,12346
741,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,July,752.0,12346
742,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,August,743.0,12346
743,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,September,922.0,12346
744,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,October,892.0,12346
745,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,November,762.0,12346
746,Germany,Afghanistan,9673.0,2026.0,1569.0,7287.0,2014.0,December,790.0,12346
747,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,January,325.0,12346
748,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,February,264.0,12346
749,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,March,231.0,12346
750,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,April,172.0,12346
751,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,May,201.0,12346
752,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,June,276.0,12346
753,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,July,212.0,12346
754,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,August,177.0,12346
755,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,September,288.0,12346
756,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,October,355.0,12346
757,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,November,331.0,12346
758,Italy,Afghanistan,3120.0,255.0,119.0,2520.0,2014.0,December,272.0,12346
759,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,January,22.0,12346
760,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,February,16.0,12346
761,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,March,22.0,12346
762,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,April,18.0,12346
763,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,May,20.0,12346
764,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,June,21.0,12346
765,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,July,29.0,12346
766,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,August,15.0,12346
767,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,September,27.0,12346
768,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,October,33.0,12346
769,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,November,18.0,12346
770,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,December,32.0,12346
771,USA,Afghanistan,297.0,172.0,9.0,216.0,2014.0,November,4.0,12346
772,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,January,45.0,19209
773,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,February,34.0,19209
774,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,March,32.0,19209
775,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,April,20.0,19209
776,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,May,19.0,19209
777,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,June,25.0,19209
778,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,July,37.0,19209
779,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,August,19.0,19209
780,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,September,56.0,19209
781,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,October,64.0,19209
782,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,November,62.0,19209
783,Canada,Afghanistan,485.0,301.0,54.0,381.0,2015.0,December,81.0,19209
784,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,January,45.0,19209
785,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,February,54.0,19209
786,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,March,86.0,19209
787,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,April,76.0,19209
788,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,May,40.0,19209
789,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,June,88.0,19209
790,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,July,83.0,19209
791,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,August,95.0,19209
792,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,September,234.0,19209
793,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,October,374.0,19209
794,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,November,416.0,19209
795,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,December,862.0,19209
796,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,January,111.0,19209
797,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,February,109.0,19209
798,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,March,124.0,19209
799,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,April,124.0,19209
800,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,May,138.0,19209
801,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,June,300.0,19209
802,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,July,355.0,19209
803,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,August,317.0,19209
804,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,September,340.0,19209
805,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,October,457.0,19209
806,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,November,243.0,19209
807,UK,Afghanistan,3642.0,855.0,1294.0,2860.0,2015.0,December,234.0,19209
808,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,January,1248.0,19209
809,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,February,1070.0,19209
810,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,March,1016.0,19209
811,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,April,1277.0,19209
812,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,May,1337.0,19209
813,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,June,2219.0,19209
814,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,July,2424.0,19209
815,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,August,2778.0,19209
816,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,September,3429.0,19209
817,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,October,5044.0,19209
818,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,November,5336.0,19209
819,Germany,Afghanistan,31902.0,1945.0,1114.0,8457.0,2015.0,December,4204.0,19209
820,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,January,289.0,19209
821,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,February,406.0,19209
822,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,March,294.0,19209
823,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,April,244.0,19209
824,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,May,230.0,19209
825,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,June,305.0,19209
826,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,July,325.0,19209
827,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,August,411.0,19209
828,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,September,354.0,19209
829,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,October,382.0,19209
830,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,November,323.0,19209
831,Italy,Afghanistan,3986.0,305.0,152.0,3444.0,2015.0,December,423.0,19209
832,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,January,26.0,19209
833,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,February,32.0,19209
834,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,March,23.0,19209
835,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,April,24.0,19209
836,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,May,26.0,19209
837,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,June,21.0,19209
838,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,July,24.0,19209
839,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,August,22.0,19209
840,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,September,21.0,19209
841,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,October,22.0,19209
842,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,November,22.0,19209
843,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,December,35.0,19209
844,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,January,5.0,19209
845,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,May,5.0,19209
846,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,September,7.0,19209
847,USA,Afghanistan,338.0,144.0,17.0,214.0,2015.0,December,4.0,19209
848,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,January,80.0,18317
849,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,February,74.0,18317
850,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,March,58.0,18317
851,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,April,33.0,18317
852,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,May,41.0,18317
853,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,June,66.0,18317
854,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,July,35.0,18317
855,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,August,49.0,18317
856,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,September,54.0,18317
857,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,October,57.0,18317
858,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,November,56.0,18317
859,Canada,Afghanistan,624.0,469.0,84.0,575.0,2016.0,December,35.0,18317
860,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,January,575.0,18317
861,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,February,497.0,18317
862,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,March,513.0,18317
863,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,April,483.0,18317
864,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,May,435.0,18317
865,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,June,507.0,18317
866,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,July,432.0,18317
867,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,August,501.0,18317
868,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,September,521.0,18317
869,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,October,524.0,18317
870,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,November,478.0,18317
871,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,January,224.0,18317
872,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,February,218.0,18317
873,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,March,224.0,18317
874,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,April,336.0,18317
875,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,May,225.0,18317
876,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,June,285.0,18317
877,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,July,349.0,18317
878,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,August,268.0,18317
879,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,September,230.0,18317
880,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,October,316.0,18317
881,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,November,213.0,18317
882,UK,Afghanistan,4124.0,907.0,1485.0,3354.0,2016.0,December,211.0,18317
883,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,January,6773.0,18317
884,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,February,9457.0,18317
885,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,March,9860.0,18317
886,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,April,10466.0,18317
887,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,May,10900.0,18317
888,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,June,16877.0,18317
889,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,July,16969.0,18317
890,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,August,20353.0,18317
891,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,September,14811.0,18317
892,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,October,5622.0,18317
893,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,November,3101.0,18317
894,Germany,Afghanistan,127892.0,14081.0,25519.0,72101.0,2016.0,December,1822.0,18317
895,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,January,664.0,18317
896,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,February,476.0,18317
897,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,March,342.0,18317
898,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,April,231.0,18317
899,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,May,211.0,18317
900,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,June,163.0,18317
901,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,July,125.0,18317
902,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,August,118.0,18317
903,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,September,150.0,18317
904,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,October,163.0,18317
905,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,November,113.0,18317
906,Italy,Afghanistan,2851.0,380.0,124.0,4125.0,2016.0,December,87.0,18317
907,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,January,25.0,18317
908,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,February,25.0,18317
909,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,March,29.0,18317
910,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,April,28.0,18317
911,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,May,24.0,18317
912,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,June,30.0,18317
913,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,July,19.0,18317
914,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,August,25.0,18317
915,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,September,13.0,18317
916,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,October,16.0,18317
917,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,November,17.0,18317
918,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,December,12.0,18317
919,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,January,4.0,18317
920,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,March,7.0,18317
921,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,July,5.0,18317
922,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,August,5.0,18317
923,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,October,5.0,18317
924,USA,Afghanistan,311.0,118.0,11.0,205.0,2016.0,December,4.0,18317
925,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,January,56.0,19412
926,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,February,46.0,19412
927,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,March,46.0,19412
928,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,April,50.0,19412
929,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,May,54.0,19412
930,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,June,51.0,19412
931,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,July,67.0,19412
932,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,August,65.0,19412
933,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,September,51.0,19412
934,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,October,80.0,19412
935,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,November,51.0,19412
936,Canada,Afghanistan,761.0,299.0,66.0,544.0,2017.0,December,47.0,19412
937,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,January,478.0,19412
938,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,February,425.0,19412
939,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,March,591.0,19412
940,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,April,581.0,19412
941,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,May,567.0,19412
942,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,June,487.0,19412
943,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,July,524.0,19412
944,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,August,462.0,19412
945,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,September,469.0,19412
946,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,October,578.0,19412
947,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,November,625.0,19412
948,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,December,800.0,19412
949,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,January,124.0,19412
950,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,February,130.0,19412
951,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,March,186.0,19412
952,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,April,119.0,19412
953,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,May,154.0,19412
954,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,June,174.0,19412
955,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,July,160.0,19412
956,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,August,213.0,19412
957,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,September,190.0,19412
958,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,October,152.0,19412
959,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,November,228.0,19412
960,UK,Afghanistan,2759.0,1080.0,1410.0,3108.0,2017.0,December,132.0,19412
961,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,January,1442.0,19412
962,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,February,1492.0,19412
963,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,March,2093.0,19412
964,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,April,1131.0,19412
965,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,May,1268.0,19412
966,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,June,1119.0,19412
967,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,July,1109.0,19412
968,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,August,1315.0,19412
969,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,September,925.0,19412
970,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,October,1008.0,19412
971,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,November,1094.0,19412
972,Germany,Afghanistan,18282.0,18950.0,61311.0,134963.0,2017.0,December,791.0,19412
973,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,January,92.0,19412
974,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,February,90.0,19412
975,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,March,107.0,19412
976,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,April,95.0,19412
977,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,May,106.0,19412
978,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,June,94.0,19412
979,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,July,68.0,19412
980,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,August,70.0,19412
981,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,September,70.0,19412
982,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,October,63.0,19412
983,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,November,108.0,19412
984,Italy,Afghanistan,1010.0,361.0,169.0,2156.0,2017.0,December,45.0,19412
985,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,January,9.0,19412
986,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,February,16.0,19412
987,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,March,10.0,19412
988,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,April,8.0,19412
989,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,May,16.0,19412
990,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,June,6.0,19412
991,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,August,5.0,19412
992,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,September,12.0,19412
993,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,November,11.0,19412
994,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,December,11.0,19412
995,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,January,8.0,19412
996,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,February,10.0,19412
997,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,March,5.0,19412
998,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,May,8.0,19412
999,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,June,8.0,19412
1000,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,September,8.0,19412
1001,USA,Afghanistan,177.0,125.0,51.0,217.0,2017.0,December,5.0,19412
1002,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,January,24.0,5235
1003,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,February,29.0,5235
1004,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,March,55.0,5235
1005,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,April,18.0,5235
1006,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,May,28.0,5235
1007,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,June,35.0,5235
1008,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,July,61.0,5235
1009,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,August,47.0,5235
1010,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,September,63.0,5235
1011,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,October,36.0,5235
1012,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,November,47.0,5235
1013,Canada,Afghanistan,488.0,436.0,31.0,490.0,2000.0,December,28.0,5235
1014,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,January,15.0,5235
1015,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,February,22.0,5235
1016,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,March,22.0,5235
1017,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,April,11.0,5235
1018,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,May,27.0,5235
1019,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,June,21.0,5235
1020,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,July,26.0,5235
1021,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,August,23.0,5235
1022,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,September,16.0,5235
1023,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,October,27.0,5235
1024,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,November,10.0,5235
1025,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,December,20.0,5235
1026,UK,Afghanistan,5555.0,375.0,460.0,2595.0,2000.0,January,315.0,5235
