Country / territory of asylum/residence,Origin,Year,Month,Value
USA (INS/DHS),Myanmar,2005,November,20
USA (INS/DHS),Myanmar,2005,December,12
USA (INS/DHS),Myanmar,2006,January,14
USA (INS/DHS),Myanmar,2006,February,18
USA (INS/DHS),Myanmar,2006,March,17
USA (INS/DHS),Myanmar,2006,April,12
USA (INS/DHS),Myanmar,2006,May,15
USA (INS/DHS),Myanmar,2006,June,14
USA (INS/DHS),Myanmar,2006,July,13
USA (INS/DHS),Myanmar,2006,August,13
USA (INS/DHS),Myanmar,2006,September,10
USA (INS/DHS),Myanmar,2006,October,13
USA (INS/DHS),Myanmar,2006,November,17
USA (INS/DHS),Myanmar,2006,December,17
USA (INS/DHS),Myanmar,2007,January,14
USA (INS/DHS),Myanmar,2007,February,24
USA (INS/DHS),Myanmar,2007,March,15
USA (INS/DHS),Myanmar,2007,April,12
USA (INS/DHS),Myanmar,2007,May,12
USA (INS/DHS),Myanmar,2007,June,22
USA (INS/DHS),Myanmar,2007,July,13
USA (INS/DHS),Myanmar,2007,August,18
USA (INS/DHS),Myanmar,2007,September,19
USA (INS/DHS),Myanmar,2007,October,14
USA (INS/DHS),Myanmar,2007,November,18
USA (INS/DHS),Myanmar,2007,December,31
USA (INS/DHS),Myanmar,2008,January,16
USA (INS/DHS),Myanmar,2008,February,15
USA (INS/DHS),Myanmar,2008,March,16
USA (INS/DHS),Myanmar,2008,April,19
USA (INS/DHS),Myanmar,2008,May,8
USA (INS/DHS),Myanmar,2008,June,11
USA (INS/DHS),Myanmar,2008,July,30
USA (INS/DHS),Myanmar,2008,August,21
USA (INS/DHS),Myanmar,2008,September,18
USA (INS/DHS),Myanmar,2008,October,30
USA (INS/DHS),Myanmar,2008,November,20
USA (INS/DHS),Myanmar,2008,December,11
USA (INS/DHS),Myanmar,2009,January,17
USA (INS/DHS),Myanmar,2009,February,12
USA (INS/DHS),Myanmar,2009,March,25
USA (INS/DHS),Myanmar,2009,April,19
USA (INS/DHS),Myanmar,2009,May,13
USA (INS/DHS),Myanmar,2009,June,21
USA (INS/DHS),Myanmar,2009,July,14
USA (INS/DHS),Myanmar,2009,August,18
USA (INS/DHS),Myanmar,2009,September,18
USA (INS/DHS),Myanmar,2009,October,21
USA (INS/DHS),Myanmar,2009,November,13
USA (INS/DHS),Myanmar,2009,December,16
USA (INS/DHS),Myanmar,2010,January,18
USA (INS/DHS),Myanmar,2010,February,7
USA (INS/DHS),Myanmar,2010,March,21
USA (INS/DHS),Myanmar,2010,April,10
USA (INS/DHS),Myanmar,2010,May,11
USA (INS/DHS),Myanmar,2010,June,20
USA (INS/DHS),Myanmar,2010,July,27
USA (INS/DHS),Myanmar,2010,August,26
USA (INS/DHS),Myanmar,2010,September,13
USA (INS/DHS),Myanmar,2010,October,13
USA (INS/DHS),Myanmar,2010,November,17
USA (INS/DHS),Myanmar,2010,December,17
USA (INS/DHS),Myanmar,2011,January,16
USA (INS/DHS),Myanmar,2011,February,14
USA (INS/DHS),Myanmar,2011,March,14
USA (INS/DHS),Myanmar,2011,April,17
USA (EOIR),Dem. Rep. of the Congo,2002,October,4
USA (EOIR),Dem. Rep. of the Congo,2002,November,2
USA (EOIR),Dem. Rep. of the Congo,2002,December,4
USA (EOIR),Dem. Rep. of the Congo,2003,January,1
USA (EOIR),Dem. Rep. of the Congo,2003,February,3
USA (EOIR),Dem. Rep. of the Congo,2003,April,1
USA (EOIR),Dem. Rep. of the Congo,2003,May,3
USA (EOIR),Dem. Rep. of the Congo,2003,June,3
USA (EOIR),Dem. Rep. of the Congo,2003,July,3
USA (EOIR),Dem. Rep. of the Congo,2003,September,2
USA (EOIR),Dem. Rep. of the Congo,2003,October,4
USA (EOIR),Dem. Rep. of the Congo,2003,November,1
USA (EOIR),Dem. Rep. of the Congo,2004,February,1
USA (EOIR),Dem. Rep. of the Congo,2004,March,1
USA (EOIR),Dem. Rep. of the Congo,2004,April,5
USA (EOIR),Dem. Rep. of the Congo,2004,July,3
USA (EOIR),Dem. Rep. of the Congo,2004,August,1
USA (EOIR),Dem. Rep. of the Congo,2004,October,1
USA (EOIR),Dem. Rep. of the Congo,2004,November,2
USA (EOIR),Dem. Rep. of the Congo,2004,December,1
USA (EOIR),Dem. Rep. of the Congo,2005,January,5
USA (EOIR),Dem. Rep. of the Congo,2005,February,1
USA (EOIR),Dem. Rep. of the Congo,2005,March,1
USA (EOIR),Dem. Rep. of the Congo,2005,April,2
USA (EOIR),Dem. Rep. of the Congo,2005,May,1
USA (EOIR),Dem. Rep. of the Congo,2005,June,2
USA (EOIR),Dem. Rep. of the Congo,2005,July,1
USA (EOIR),Dem. Rep. of the Congo,2005,August,5
USA (EOIR),Dem. Rep. of the Congo,2005,September,1
USA (EOIR),Dem. Rep. of the Congo,2005,October,1
USA (EOIR),Dem. Rep. of the Congo,2005,December,1
USA (EOIR),Dem. Rep. of the Congo,2006,January,2
USA (EOIR),Dem. Rep. of the Congo,2006,March,1
USA (EOIR),Dem. Rep. of the Congo,2006,April,1
USA (EOIR),Dem. Rep. of the Congo,2006,May,1
USA (EOIR),Dem. Rep. of the Congo,2006,June,2
USA (EOIR),Dem. Rep. of the Congo,2006,July,1
USA (EOIR),Dem. Rep. of the Congo,2006,September,1
USA (EOIR),Dem. Rep. of the Congo,2006,October,2
USA (EOIR),Dem. Rep. of the Congo,2007,February,2
USA (EOIR),Dem. Rep. of the Congo,2007,March,3
USA (EOIR),Dem. Rep. of the Congo,2007,April,2
USA (EOIR),Dem. Rep. of the Congo,2007,June,2
USA (EOIR),Dem. Rep. of the Congo,2007,July,1
USA (EOIR),Dem. Rep. of the Congo,2007,August,1
USA (EOIR),Dem. Rep. of the Congo,2007,October,1
USA (EOIR),Dem. Rep. of the Congo,2007,November,1
USA (EOIR),Dem. Rep. of the Congo,2007,December,1
USA (EOIR),Dem. Rep. of the Congo,2008,March,4
USA (EOIR),Dem. Rep. of the Congo,2008,April,1
USA (EOIR),Dem. Rep. of the Congo,2008,May,1
USA (EOIR),Dem. Rep. of the Congo,2008,June,1
USA (EOIR),Dem. Rep. of the Congo,2008,July,1
USA (EOIR),Dem. Rep. of the Congo,2008,September,4
USA (EOIR),Dem. Rep. of the Congo,2008,October,1
USA (EOIR),Dem. Rep. of the Congo,2008,November,4
USA (EOIR),Dem. Rep. of the Congo,2008,December,2
USA (EOIR),Dem. Rep. of the Congo,2009,January,1
USA (EOIR),Dem. Rep. of the Congo,2009,February,10
USA (EOIR),Dem. Rep. of the Congo,2009,March,3
USA (EOIR),Dem. Rep. of the Congo,2009,April,2
USA (EOIR),Dem. Rep. of the Congo,2009,June,7
USA (EOIR),Dem. Rep. of the Congo,2009,July,4
USA (EOIR),Dem. Rep. of the Congo,2009,August,4
USA (EOIR),Dem. Rep. of the Congo,2009,September,2
USA (EOIR),Dem. Rep. of the Congo,2009,October,3
USA (EOIR),Dem. Rep. of the Congo,2009,November,3
USA (EOIR),Dem. Rep. of the Congo,2009,December,1
USA (EOIR),Dem. Rep. of the Congo,2010,January,5
USA (EOIR),Dem. Rep. of the Congo,2010,March,1
USA (EOIR),Dem. Rep. of the Congo,2010,April,3
USA (EOIR),Dem. Rep. of the Congo,2010,May,2
USA (EOIR),Dem. Rep. of the Congo,2010,July,4
USA (EOIR),Dem. Rep. of the Congo,2010,August,2
USA (EOIR),Dem. Rep. of the Congo,2010,October,3
USA (EOIR),Dem. Rep. of the Congo,2010,November,7
USA (EOIR),Dem. Rep. of the Congo,2010,December,4
USA (EOIR),Dem. Rep. of the Congo,2011,January,2
USA (EOIR),Dem. Rep. of the Congo,2011,February,8
USA (EOIR),Dem. Rep. of the Congo,2011,March,6
USA (EOIR),Dem. Rep. of the Congo,2011,April,2
USA (EOIR),Dem. Rep. of the Congo,2011,June,4
USA (EOIR),Dem. Rep. of the Congo,2011,July,1
USA (EOIR),Dem. Rep. of the Congo,2011,August,2
USA (EOIR),Dem. Rep. of the Congo,2011,September,2
USA (EOIR),Dem. Rep. of the Congo,2011,October,2
USA (EOIR),Dem. Rep. of the Congo,2012,January,3
USA (EOIR),Dem. Rep. of the Congo,2012,February,2
USA (EOIR),Dem. Rep. of the Congo,2012,March,2
USA (EOIR),Dem. Rep. of the Congo,2012,April,4
USA (EOIR),Dem. Rep. of the Congo,2012,May,2
USA (EOIR),Dem. Rep. of the Congo,2012,June,1
USA (EOIR),Dem. Rep. of the Congo,2012,July,2
USA (EOIR),Dem. Rep. of the Congo,2012,August,4
USA (EOIR),Dem. Rep. of the Congo,2012,September,3
USA (EOIR),Dem. Rep. of the Congo,2012,October,2
USA (EOIR),Dem. Rep. of the Congo,2012,November,4
USA (EOIR),Dem. Rep. of the Congo,2012,December,1
USA (EOIR),Dem. Rep. of the Congo,2016,August,5
USA (EOIR),Dem. Rep. of the Congo,2016,October,5
USA (EOIR),Dem. Rep. of the Congo,2016,November,7
USA (EOIR),Dem. Rep. of the Congo,2017,January,7
USA (EOIR),Dem. Rep. of the Congo,2017,February,*
USA (EOIR),Dem. Rep. of the Congo,2017,April,6
USA (EOIR),Dem. Rep. of the Congo,2017,May,12
USA (EOIR),Dem. Rep. of the Congo,2017,June,8
USA (EOIR),Dem. Rep. of the Congo,2017,July,13
USA (EOIR),Dem. Rep. of the Congo,2017,August,23
USA (EOIR),Dem. Rep. of the Congo,2017,September,5
USA (EOIR),Dem. Rep. of the Congo,2017,October,13
USA (EOIR),Dem. Rep. of the Congo,2017,November,11
USA (EOIR),Dem. Rep. of the Congo,2017,December,12
USA (EOIR),Dem. Rep. of the Congo,2018,January,10
USA (EOIR),Dem. Rep. of the Congo,2018,February,13
USA (EOIR),Dem. Rep. of the Congo,2018,March,6
USA (INS/DHS),Myanmar,2011,May,20
USA (INS/DHS),Myanmar,2011,June,20
USA (INS/DHS),Myanmar,2011,July,24
USA (INS/DHS),Myanmar,2011,August,28
USA (INS/DHS),Myanmar,2011,September,13
USA (INS/DHS),Myanmar,2011,October,15
USA (INS/DHS),Myanmar,2011,November,13
USA (INS/DHS),Myanmar,2011,December,23
USA (INS/DHS),Myanmar,2012,January,5
USA (INS/DHS),Myanmar,2012,February,13
USA (INS/DHS),Myanmar,2012,March,16
USA (INS/DHS),Myanmar,2012,April,9
USA (INS/DHS),Myanmar,2012,May,6
USA (INS/DHS),Myanmar,2012,June,8
USA (INS/DHS),Myanmar,2012,July,9
USA (INS/DHS),Myanmar,2012,August,8
USA (INS/DHS),Myanmar,2012,September,7
USA (INS/DHS),Myanmar,2012,October,6
USA (INS/DHS),Myanmar,2012,November,5
USA (INS/DHS),Myanmar,2012,December,7
USA (INS/DHS),Myanmar,2013,January,11
USA (INS/DHS),Myanmar,2013,February,8
USA (INS/DHS),Myanmar,2013,March,10
USA (INS/DHS),Myanmar,2013,April,3
USA (INS/DHS),Myanmar,2013,May,7
USA (INS/DHS),Myanmar,2013,June,7
USA (INS/DHS),Myanmar,2013,July,7
USA (INS/DHS),Myanmar,2013,August,12
USA (INS/DHS),Myanmar,2013,September,9
USA (INS/DHS),Myanmar,2013,October,6
USA (INS/DHS),Myanmar,2013,November,11
USA (INS/DHS),Myanmar,2013,December,8
USA (INS/DHS),Myanmar,2014,January,8
USA (INS/DHS),Myanmar,2014,February,6
USA (INS/DHS),Myanmar,2014,March,6
USA (INS/DHS),Myanmar,2014,April,12
USA (INS/DHS),Myanmar,2014,May,8
USA (INS/DHS),Myanmar,2014,June,7
USA (INS/DHS),Myanmar,2014,July,17
USA (INS/DHS),Myanmar,2014,August,11
USA (INS/DHS),Myanmar,2014,September,9
USA (INS/DHS),Myanmar,2014,October,14
USA (INS/DHS),Myanmar,2014,November,13
USA (INS/DHS),Myanmar,2014,December,9
USA (INS/DHS),Myanmar,2015,January,14
USA (INS/DHS),Myanmar,2015,February,7
USA (INS/DHS),Myanmar,2015,March,12
USA (INS/DHS),Myanmar,2015,April,13
USA (INS/DHS),Myanmar,2015,May,13
USA (INS/DHS),Myanmar,2015,June,9
USA (INS/DHS),Myanmar,2015,July,10
USA (INS/DHS),Myanmar,2015,August,16
USA (INS/DHS),Myanmar,2015,September,17
USA (INS/DHS),Myanmar,2015,October,11
USA (INS/DHS),Myanmar,2015,November,12
USA (INS/DHS),Myanmar,2015,December,21
USA (INS/DHS),Myanmar,2016,January,24
USA (INS/DHS),Myanmar,2016,February,11
USA (INS/DHS),Myanmar,2016,March,18
USA (INS/DHS),Myanmar,2016,April,11
USA (INS/DHS),Myanmar,2016,May,15
USA (INS/DHS),Myanmar,2016,June,13
USA (INS/DHS),Myanmar,2016,July,19
USA (INS/DHS),Myanmar,2016,August,10
USA (INS/DHS),Myanmar,2016,September,15
USA (INS/DHS),Myanmar,2016,October,17
USA (INS/DHS),Myanmar,2016,November,21
USA (INS/DHS),Myanmar,2016,December,22
USA (INS/DHS),Myanmar,2017,January,16
USA (INS/DHS),Myanmar,2017,February,25
USA (INS/DHS),Myanmar,2017,March,35
USA (INS/DHS),Myanmar,2017,April,20
USA (INS/DHS),Myanmar,2017,May,29
USA (INS/DHS),Myanmar,2017,June,21
USA (INS/DHS),Myanmar,2017,July,24
USA (INS/DHS),Myanmar,2017,August,35
USA (INS/DHS),Myanmar,2017,September,20
USA (INS/DHS),Myanmar,2017,October,23
USA (INS/DHS),Myanmar,2017,November,22
USA (INS/DHS),Myanmar,2017,December,25
USA (INS/DHS),Myanmar,2018,January,41
USA (INS/DHS),Myanmar,2018,February,27
USA (INS/DHS),Myanmar,2018,March,24
USA (INS/DHS),Myanmar,2018,April,20
USA (INS/DHS),Myanmar,2018,May,20
USA (INS/DHS),Myanmar,2018,June,27
USA (INS/DHS),Myanmar,2018,July,20
USA (INS/DHS),Myanmar,2018,August,20
USA (INS/DHS),Myanmar,2018,September,21
USA (INS/DHS),Sudan,2011,December,12
USA (INS/DHS),Sudan,2012,January,13
USA (INS/DHS),Sudan,2012,February,15
USA (INS/DHS),Sudan,2012,March,8
USA (INS/DHS),Sudan,2012,April,7
USA (INS/DHS),Sudan,2012,May,5
USA (INS/DHS),Sudan,2012,June,13
USA (INS/DHS),Sudan,2012,July,21
USA (INS/DHS),Sudan,2012,August,9
USA (INS/DHS),Sudan,2012,September,8
USA (INS/DHS),Sudan,2012,October,12
USA (INS/DHS),Sudan,2012,November,15
USA (INS/DHS),Sudan,2012,December,20
USA (INS/DHS),Sudan,2013,January,12
USA (INS/DHS),Sudan,2013,February,9
USA (INS/DHS),Sudan,2013,March,11
USA (INS/DHS),Sudan,2013,April,16
USA (INS/DHS),Sudan,2013,May,9
USA (INS/DHS),Sudan,2013,June,11
USA (INS/DHS),Sudan,2013,July,13
USA (INS/DHS),Sudan,2013,August,12
USA (INS/DHS),Sudan,2013,September,9
USA (INS/DHS),Sudan,2013,October,19
USA (INS/DHS),Sudan,2013,November,9
USA (INS/DHS),Sudan,2013,December,18
USA (INS/DHS),Sudan,2014,January,15
USA (INS/DHS),Sudan,2014,February,5
USA (INS/DHS),Sudan,2014,March,18
USA (INS/DHS),Sudan,2014,April,13
USA (INS/DHS),Sudan,2014,May,17
USA (INS/DHS),Sudan,2014,June,17
USA (INS/DHS),Sudan,2014,July,18
USA (INS/DHS),Sudan,2014,August,18
USA (INS/DHS),Sudan,2014,September,21
USA (INS/DHS),Sudan,2014,October,22
USA (INS/DHS),Sudan,2014,November,12
USA (INS/DHS),Sudan,2014,December,26
USA (INS/DHS),Sudan,2015,January,22
USA (INS/DHS),Sudan,2015,February,20
USA (INS/DHS),Sudan,2015,March,25
USA (INS/DHS),Sudan,2015,April,14
USA (INS/DHS),Sudan,2015,May,19
USA (INS/DHS),Sudan,2015,June,15
USA (INS/DHS),Sudan,2015,July,20
USA (INS/DHS),Sudan,2015,August,13
USA (INS/DHS),Sudan,2015,September,20
USA (INS/DHS),Sudan,2015,October,21
USA (INS/DHS),Sudan,2015,November,16
USA (INS/DHS),Sudan,2015,December,23
USA (INS/DHS),Sudan,2016,January,17
USA (INS/DHS),Sudan,2016,February,19
USA (INS/DHS),Sudan,2016,March,20
USA (INS/DHS),Sudan,2016,April,21
USA (INS/DHS),Sudan,2016,May,21
USA (INS/DHS),Sudan,2016,June,27
USA (INS/DHS),Sudan,2016,July,21
USA (INS/DHS),Sudan,2016,August,26
USA (INS/DHS),Sudan,2016,September,25
USA (INS/DHS),Sudan,2016,October,29
USA (INS/DHS),Sudan,2016,November,20
USA (INS/DHS),Sudan,2016,December,34
USA (INS/DHS),Sudan,2017,January,35
USA (INS/DHS),Sudan,2017,February,22
USA (INS/DHS),Sudan,2017,March,22
USA (INS/DHS),Sudan,2017,April,10
USA (INS/DHS),Sudan,2017,May,16
USA (INS/DHS),Sudan,2017,June,18
USA (INS/DHS),Sudan,2017,July,12
USA (INS/DHS),Sudan,2017,August,16
USA (INS/DHS),Sudan,2017,September,6
USA (INS/DHS),Sudan,2017,October,8
USA (INS/DHS),Sudan,2017,November,19
USA (INS/DHS),Sudan,2017,December,9
USA (INS/DHS),Sudan,2018,January,10
USA (INS/DHS),Sudan,2018,February,8
USA (INS/DHS),Sudan,2018,March,7
USA (INS/DHS),Sudan,2018,April,7
USA (INS/DHS),Sudan,2018,May,5
USA (INS/DHS),Sudan,2018,June,7
USA (INS/DHS),Sudan,2018,July,7
USA (INS/DHS),Sudan,2018,August,16
USA (INS/DHS),Sudan,2018,September,15
USA (INS/DHS),Syrian Arab Rep.,2000,March,6
USA (INS/DHS),Syrian Arab Rep.,2000,October,7
USA (INS/DHS),Syrian Arab Rep.,2002,April,10
USA (INS/DHS),Syrian Arab Rep.,2002,June,10
USA (INS/DHS),Syrian Arab Rep.,2003,January,11
USA (INS/DHS),Syrian Arab Rep.,2004,March,5
USA (INS/DHS),Syrian Arab Rep.,2004,April,8
USA (INS/DHS),Syrian Arab Rep.,2004,May,6
USA (INS/DHS),Syrian Arab Rep.,2005,January,1
USA (INS/DHS),Syrian Arab Rep.,2005,February,4
USA (INS/DHS),Syrian Arab Rep.,2005,March,4
USA (INS/DHS),Syrian Arab Rep.,2005,April,2
USA (INS/DHS),Syrian Arab Rep.,2005,May,1
USA (INS/DHS),Syrian Arab Rep.,2005,July,4
USA (INS/DHS),Syrian Arab Rep.,2005,August,4
USA (INS/DHS),Syrian Arab Rep.,2005,September,1
USA (INS/DHS),Syrian Arab Rep.,2005,October,2
USA (INS/DHS),Syrian Arab Rep.,2005,November,2
USA (INS/DHS),Syrian Arab Rep.,2005,December,3
USA (INS/DHS),Syrian Arab Rep.,2006,January,2
USA (INS/DHS),Syrian Arab Rep.,2006,February,6
USA (INS/DHS),Syrian Arab Rep.,2006,March,3
USA (INS/DHS),Syrian Arab Rep.,2006,May,1
USA (INS/DHS),Syrian Arab Rep.,2006,June,2
USA (INS/DHS),Syrian Arab Rep.,2006,July,4
USA (INS/DHS),Syrian Arab Rep.,2006,September,2
USA (INS/DHS),Syrian Arab Rep.,2006,October,1
USA (INS/DHS),Syrian Arab Rep.,2006,November,6
USA (INS/DHS),Syrian Arab Rep.,2006,December,7
USA (INS/DHS),Syrian Arab Rep.,2007,January,2
USA (INS/DHS),Syrian Arab Rep.,2007,March,2
USA (INS/DHS),Syrian Arab Rep.,2007,April,3
USA (INS/DHS),Syrian Arab Rep.,2007,May,4
USA (INS/DHS),Syrian Arab Rep.,2007,June,1
USA (INS/DHS),Syrian Arab Rep.,2007,July,1
USA (INS/DHS),Syrian Arab Rep.,2007,August,2
USA (INS/DHS),Syrian Arab Rep.,2007,September,1
USA (INS/DHS),Syrian Arab Rep.,2007,October,1
USA (INS/DHS),Syrian Arab Rep.,2007,November,6
USA (INS/DHS),Syrian Arab Rep.,2007,December,5
USA (INS/DHS),Syrian Arab Rep.,2008,January,3
USA (INS/DHS),Syrian Arab Rep.,2008,February,4
USA (INS/DHS),Syrian Arab Rep.,2008,March,2
USA (INS/DHS),Syrian Arab Rep.,2008,May,4
USA (INS/DHS),Syrian Arab Rep.,2008,June,3
USA (INS/DHS),Syrian Arab Rep.,2008,July,3
USA (INS/DHS),Syrian Arab Rep.,2008,September,4
USA (INS/DHS),Syrian Arab Rep.,2008,November,2
USA (INS/DHS),Syrian Arab Rep.,2008,December,2
USA (INS/DHS),Syrian Arab Rep.,2009,January,2
USA (INS/DHS),Syrian Arab Rep.,2009,February,1
USA (INS/DHS),Syrian Arab Rep.,2009,March,1
USA (INS/DHS),Syrian Arab Rep.,2009,April,2
USA (INS/DHS),Syrian Arab Rep.,2009,May,2
USA (INS/DHS),Syrian Arab Rep.,2009,June,2
USA (INS/DHS),Syrian Arab Rep.,2009,July,1
USA (INS/DHS),Syrian Arab Rep.,2009,August,2
USA (INS/DHS),Syrian Arab Rep.,2009,October,2
USA (INS/DHS),Syrian Arab Rep.,2009,November,6
USA (INS/DHS),Syrian Arab Rep.,2009,December,2
USA (INS/DHS),Syrian Arab Rep.,2010,January,1
USA (INS/DHS),Syrian Arab Rep.,2010,February,3
USA (INS/DHS),Syrian Arab Rep.,2010,March,4
USA (INS/DHS),Syrian Arab Rep.,2010,April,4
USA (INS/DHS),Syrian Arab Rep.,2010,May,6
USA (INS/DHS),Syrian Arab Rep.,2010,June,1
USA (INS/DHS),Syrian Arab Rep.,2010,July,3
USA (INS/DHS),Syrian Arab Rep.,2010,August,1
USA (INS/DHS),Syrian Arab Rep.,2010,September,3
USA (INS/DHS),Syrian Arab Rep.,2010,October,5
USA (INS/DHS),Syrian Arab Rep.,2010,November,4
USA (INS/DHS),Syrian Arab Rep.,2010,December,6
USA (INS/DHS),Syrian Arab Rep.,2011,January,1
USA (INS/DHS),Syrian Arab Rep.,2011,February,2
USA (INS/DHS),Syrian Arab Rep.,2011,March,3
USA (INS/DHS),Syrian Arab Rep.,2011,April,6
USA (INS/DHS),Syrian Arab Rep.,2011,May,14
USA (INS/DHS),Syrian Arab Rep.,2011,June,14
USA (INS/DHS),Syrian Arab Rep.,2011,July,17
USA (INS/DHS),Syrian Arab Rep.,2011,August,29
USA (INS/DHS),Syrian Arab Rep.,2011,September,24
USA (INS/DHS),Syrian Arab Rep.,2011,October,25
USA (INS/DHS),Syrian Arab Rep.,2011,November,36
USA (INS/DHS),Syrian Arab Rep.,2011,December,34
USA (INS/DHS),Syrian Arab Rep.,2012,January,52
USA (INS/DHS),Syrian Arab Rep.,2012,February,31
USA (INS/DHS),Syrian Arab Rep.,2012,March,56
USA (INS/DHS),Syrian Arab Rep.,2012,April,47
USA (INS/DHS),Syrian Arab Rep.,2012,May,40
USA (INS/DHS),Syrian Arab Rep.,2012,June,35
USA (INS/DHS),Syrian Arab Rep.,2012,July,40
USA (INS/DHS),Syrian Arab Rep.,2012,August,41
USA (INS/DHS),Syrian Arab Rep.,2012,September,50
USA (INS/DHS),Syrian Arab Rep.,2012,October,89
USA (INS/DHS),Syrian Arab Rep.,2012,November,81
USA (INS/DHS),Syrian Arab Rep.,2012,December,85
USA (INS/DHS),Syrian Arab Rep.,2013,January,114
USA (INS/DHS),Syrian Arab Rep.,2013,February,111
USA (INS/DHS),Syrian Arab Rep.,2013,March,148
USA (INS/DHS),Syrian Arab Rep.,2013,April,121
USA (INS/DHS),Syrian Arab Rep.,2013,May,144
USA (INS/DHS),Syrian Arab Rep.,2013,June,128
USA (INS/DHS),Syrian Arab Rep.,2013,July,111
USA (INS/DHS),Syrian Arab Rep.,2013,August,105
USA (INS/DHS),Syrian Arab Rep.,2013,September,89
USA (INS/DHS),Syrian Arab Rep.,2013,October,139
USA (INS/DHS),Syrian Arab Rep.,2013,November,106
USA (INS/DHS),Syrian Arab Rep.,2013,December,152
USA (INS/DHS),Syrian Arab Rep.,2014,January,139
USA (INS/DHS),Syrian Arab Rep.,2014,February,104
USA (INS/DHS),Syrian Arab Rep.,2014,March,138
USA (INS/DHS),Syrian Arab Rep.,2014,April,141
USA (INS/DHS),Syrian Arab Rep.,2014,May,112
USA (INS/DHS),Syrian Arab Rep.,2014,June,139
USA (INS/DHS),Syrian Arab Rep.,2014,July,151
USA (INS/DHS),Syrian Arab Rep.,2014,August,129
USA (INS/DHS),Syrian Arab Rep.,2014,September,132
USA (INS/DHS),Syrian Arab Rep.,2014,October,153
USA (INS/DHS),Syrian Arab Rep.,2014,November,100
USA (INS/DHS),Syrian Arab Rep.,2014,December,126
USA (INS/DHS),Syrian Arab Rep.,2015,January,118
USA (INS/DHS),Syrian Arab Rep.,2015,February,56
USA (INS/DHS),Syrian Arab Rep.,2015,March,79
USA (INS/DHS),Syrian Arab Rep.,2015,April,64
USA (INS/DHS),Syrian Arab Rep.,2015,May,76
USA (INS/DHS),Syrian Arab Rep.,2015,June,71
USA (INS/DHS),Syrian Arab Rep.,2015,July,81
USA (INS/DHS),Syrian Arab Rep.,2015,August,82
USA (INS/DHS),Syrian Arab Rep.,2015,September,86
USA (INS/DHS),Syrian Arab Rep.,2015,October,82
USA (INS/DHS),Syrian Arab Rep.,2015,November,97
USA (INS/DHS),Syrian Arab Rep.,2015,December,112
USA (INS/DHS),Syrian Arab Rep.,2016,January,70
USA (INS/DHS),Syrian Arab Rep.,2016,February,56
USA (INS/DHS),Syrian Arab Rep.,2016,March,68
USA (INS/DHS),Syrian Arab Rep.,2016,April,57
USA (INS/DHS),Syrian Arab Rep.,2016,May,57
USA (INS/DHS),Syrian Arab Rep.,2016,June,56
USA (INS/DHS),Syrian Arab Rep.,2016,July,43
USA (INS/DHS),Syrian Arab Rep.,2016,August,53
USA (INS/DHS),Syrian Arab Rep.,2016,September,43
USA (INS/DHS),Syrian Arab Rep.,2016,October,47
USA (INS/DHS),Syrian Arab Rep.,2016,November,52
USA (INS/DHS),Syrian Arab Rep.,2016,December,50
USA (INS/DHS),Syrian Arab Rep.,2017,January,41
USA (INS/DHS),Syrian Arab Rep.,2017,February,59
USA (INS/DHS),Syrian Arab Rep.,2017,March,50
USA (INS/DHS),Syrian Arab Rep.,2017,April,38
USA (INS/DHS),Syrian Arab Rep.,2017,May,51
USA (INS/DHS),Syrian Arab Rep.,2017,June,42
USA (INS/DHS),Syrian Arab Rep.,2017,July,32
USA (INS/DHS),Syrian Arab Rep.,2017,August,34
USA (INS/DHS),Syrian Arab Rep.,2017,September,30
USA (INS/DHS),Syrian Arab Rep.,2017,October,27
USA (INS/DHS),Syrian Arab Rep.,2017,November,27
USA (INS/DHS),Syrian Arab Rep.,2017,December,28
USA (INS/DHS),Syrian Arab Rep.,2018,January,34
USA (INS/DHS),Syrian Arab Rep.,2018,February,15
USA (INS/DHS),Syrian Arab Rep.,2018,March,23
USA (INS/DHS),Syrian Arab Rep.,2018,April,24
USA (INS/DHS),Syrian Arab Rep.,2018,May,29
USA (INS/DHS),Syrian Arab Rep.,2018,June,22
USA (INS/DHS),Syrian Arab Rep.,2018,July,17
USA (INS/DHS),Syrian Arab Rep.,2018,August,18
USA (INS/DHS),Syrian Arab Rep.,2018,September,25
USA (EOIR),Afghanistan,1999,January,10
USA (EOIR),Afghanistan,1999,February,7
USA (EOIR),Afghanistan,1999,March,18
USA (EOIR),Afghanistan,1999,April,21
USA (EOIR),Afghanistan,1999,May,14
USA (EOIR),Afghanistan,1999,June,4
USA (EOIR),Afghanistan,1999,July,16
USA (EOIR),Afghanistan,1999,August,12
USA (EOIR),Afghanistan,1999,September,24
USA (EOIR),Afghanistan,1999,October,4
USA (EOIR),Afghanistan,1999,November,17
USA (EOIR),Afghanistan,1999,December,10
USA (EOIR),Afghanistan,2000,January,12
USA (EOIR),Afghanistan,2000,February,13
USA (EOIR),Afghanistan,2000,March,12
USA (EOIR),Afghanistan,2000,April,16
USA (EOIR),Afghanistan,2000,May,10
USA (EOIR),Afghanistan,2000,June,3
USA (EOIR),Afghanistan,2000,July,6
USA (EOIR),Afghanistan,2000,August,9
USA (EOIR),Afghanistan,2000,September,12
USA (EOIR),Afghanistan,2000,October,14
