# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-14 15:28:39 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 335612084312902 09FF18
# -----------------------------------------------------------------------------------
#
# Data provided for site 335612084312902
#            TS   parameter     statistic     Description
#        219083       72019     00003     Depth to water level, feet below land surface (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	219083_72019_00003	219083_72019_00003_cd
USGS	335612084312902	2012-06-23	22.57	A
USGS	335612084312902	2012-06-24	22.59	A
USGS	335612084312902	2012-06-25	22.59	A
USGS	335612084312902	2012-06-26	22.62	A
USGS	335612084312902	2012-06-27	22.63	A
USGS	335612084312902	2012-06-28	22.64	A
USGS	335612084312902	2012-06-29	22.65	A
USGS	335612084312902	2012-06-30	22.66	A
USGS	335612084312902	2012-07-01	22.67	A
USGS	335612084312902	2012-07-02	22.68	A
USGS	335612084312902	2012-07-03	22.67	A
USGS	335612084312902	2012-07-04	22.55	A
USGS	335612084312902	2012-07-05	22.40	A
USGS	335612084312902	2012-07-06	22.47	A
USGS	335612084312902	2012-07-07	22.56	A
USGS	335612084312902	2012-07-08	22.60	A
USGS	335612084312902	2012-07-09	22.63	A
USGS	335612084312902	2012-07-10	22.31	A
USGS	335612084312902	2012-07-11	21.97	A
USGS	335612084312902	2012-07-12	21.69	A
USGS	335612084312902	2012-07-13	21.68	A
USGS	335612084312902	2012-07-14	21.68	A
USGS	335612084312902	2012-07-15	21.74	A
USGS	335612084312902	2012-07-16	21.84	A
USGS	335612084312902	2012-07-17	22.03	A
USGS	335612084312902	2012-07-18	22.17	A
USGS	335612084312902	2012-07-19	22.26	A
USGS	335612084312902	2012-07-20	22.32	A
USGS	335612084312902	2012-07-21	22.32	A
USGS	335612084312902	2012-07-22	22.33	A
USGS	335612084312902	2012-07-23	22.40	A
USGS	335612084312902	2012-07-24	22.44	A
USGS	335612084312902	2012-07-25	22.47	A
USGS	335612084312902	2012-07-26	22.50	A
USGS	335612084312902	2012-07-27	22.53	A
USGS	335612084312902	2012-07-28	22.55	A
USGS	335612084312902	2012-07-29	22.56	A
USGS	335612084312902	2012-07-30	22.58	A
USGS	335612084312902	2012-07-31	22.59	A
USGS	335612084312902	2012-08-01	22.59	A
USGS	335612084312902	2012-08-02	22.61	A
USGS	335612084312902	2012-08-03	22.63	A
USGS	335612084312902	2012-08-04	22.52	A
USGS	335612084312902	2012-08-05	22.21	A
USGS	335612084312902	2012-08-06	22.14	A
USGS	335612084312902	2012-08-07	22.20	A
USGS	335612084312902	2012-08-08	22.02	A
USGS	335612084312902	2012-08-09	21.98	A
USGS	335612084312902	2012-08-10	22.01	A
USGS	335612084312902	2012-08-11	22.14	A
USGS	335612084312902	2012-08-12	22.28	A
USGS	335612084312902	2012-08-13	22.37	A
USGS	335612084312902	2012-08-14	22.21	A
USGS	335612084312902	2012-08-15	22.12	A
USGS	335612084312902	2012-08-16	22.23	A
USGS	335612084312902	2012-08-17	22.37	A
USGS	335612084312902	2012-08-18	22.44	A
USGS	335612084312902	2012-08-19	22.33	A
USGS	335612084312902	2012-08-20	22.35	A
USGS	335612084312902	2012-08-21	22.46	A
USGS	335612084312902	2012-08-22	22.52	A
USGS	335612084312902	2012-08-23	22.55	A
USGS	335612084312902	2012-08-24	22.58	A
USGS	335612084312902	2012-08-25	22.60	A
USGS	335612084312902	2012-08-26	22.63	A
USGS	335612084312902	2012-08-27	22.64	A
USGS	335612084312902	2012-08-28	22.53	A
USGS	335612084312902	2012-08-29	22.24	A
USGS	335612084312902	2012-08-30	22.17	A
USGS	335612084312902	2012-08-31	22.29	A
USGS	335612084312902	2012-09-01	22.42	A
USGS	335612084312902	2012-09-02	22.51	A
USGS	335612084312902	2012-09-03	22.56	A
USGS	335612084312902	2012-09-04	22.54	A
USGS	335612084312902	2012-09-05	22.54	A
USGS	335612084312902	2012-09-06	22.59	A
USGS	335612084312902	2012-09-07	22.61	A
USGS	335612084312902	2012-09-08	22.60	A
USGS	335612084312902	2012-09-09	22.57	A
USGS	335612084312902	2012-09-10	22.63	A
USGS	335612084312902	2012-09-11	22.66	A
USGS	335612084312902	2012-09-12	22.67	A
USGS	335612084312902	2012-09-13	22.68	A
USGS	335612084312902	2012-09-14	22.68	A
USGS	335612084312902	2012-09-15	22.69	A
USGS	335612084312902	2012-09-16	22.70	A
USGS	335612084312902	2012-09-17	22.67	A
USGS	335612084312902	2012-09-18	22.40	A
USGS	335612084312902	2012-09-19	22.23	A
USGS	335612084312902	2012-09-20	22.33	A
USGS	335612084312902	2012-09-21	22.47	A
USGS	335612084312902	2012-09-22	22.56	A
USGS	335612084312902	2012-09-23	22.61	A
USGS	335612084312902	2012-09-24	22.65	A
USGS	335612084312902	2012-09-25	22.68	A
USGS	335612084312902	2012-09-26	22.70	A
USGS	335612084312902	2012-09-27	22.71	A
USGS	335612084312902	2012-09-28	22.72	A
USGS	335612084312902	2012-09-29	22.72	A
USGS	335612084312902	2012-09-30	22.67	A
USGS	335612084312902	2012-10-01	22.13	A
USGS	335612084312902	2012-10-02	21.96	A
USGS	335612084312902	2012-10-03	21.98	A
USGS	335612084312902	2012-10-04	22.10	A
USGS	335612084312902	2012-10-05	22.29	A
USGS	335612084312902	2012-10-06	22.40	A
USGS	335612084312902	2012-10-07	22.47	A
USGS	335612084312902	2012-10-08	22.51	A
USGS	335612084312902	2012-10-09	22.54	A
USGS	335612084312902	2012-10-10	22.56	A
USGS	335612084312902	2012-10-11	22.58	A
USGS	335612084312902	2012-10-12	22.60	A
USGS	335612084312902	2012-10-13	22.61	A
USGS	335612084312902	2012-10-14	22.62	A
USGS	335612084312902	2012-10-15	22.52	A
USGS	335612084312902	2012-10-16	22.53	A
USGS	335612084312902	2012-10-17	22.59	A
USGS	335612084312902	2012-10-18	22.53	A
USGS	335612084312902	2012-10-19	22.53	A
USGS	335612084312902	2012-10-20	22.59	A
USGS	335612084312902	2012-10-21	22.62	A
USGS	335612084312902	2012-10-22	22.64	A
USGS	335612084312902	2012-10-23	22.65	A
USGS	335612084312902	2012-10-24	22.66	A
USGS	335612084312902	2012-10-25	22.66	A
USGS	335612084312902	2012-10-26	22.67	A
USGS	335612084312902	2012-10-27	22.68	A
USGS	335612084312902	2012-10-28	22.67	A
USGS	335612084312902	2012-10-29	22.66	A
USGS	335612084312902	2012-10-30	22.67	A
USGS	335612084312902	2012-10-31	22.67	A
USGS	335612084312902	2012-11-01	22.68	A
USGS	335612084312902	2012-11-02	22.68	A
USGS	335612084312902	2012-11-03	22.68	A
USGS	335612084312902	2012-11-04	22.68	A
USGS	335612084312902	2012-11-05	22.67	A
USGS	335612084312902	2012-11-06	22.45	A
USGS	335612084312902	2012-11-07	22.24	A
USGS	335612084312902	2012-11-08	22.27	A
USGS	335612084312902	2012-11-09	22.42	A
USGS	335612084312902	2012-11-10	22.51	A
USGS	335612084312902	2012-11-11	22.56	A
USGS	335612084312902	2012-11-12	22.55	A
USGS	335612084312902	2012-11-13	22.34	A
USGS	335612084312902	2012-11-14	22.42	A
USGS	335612084312902	2012-11-15	22.49	A
USGS	335612084312902	2012-11-16	22.54	A
USGS	335612084312902	2012-11-17	22.56	A
USGS	335612084312902	2012-11-18	22.57	A
USGS	335612084312902	2012-11-19	22.58	A
USGS	335612084312902	2012-11-20	22.58	A
USGS	335612084312902	2012-11-21	22.59	A
USGS	335612084312902	2012-11-22	22.59	A
USGS	335612084312902	2012-11-23	22.59	A
USGS	335612084312902	2012-11-24	22.59	A
USGS	335612084312902	2012-11-25	22.59	A
USGS	335612084312902	2012-11-26	22.59	A
USGS	335612084312902	2012-11-27	22.59	A
USGS	335612084312902	2012-11-28	22.58	A
USGS	335612084312902	2012-11-29	22.58	A
USGS	335612084312902	2012-11-30	22.58	A
USGS	335612084312902	2012-12-01	22.58	A
USGS	335612084312902	2012-12-02	22.58	A
USGS	335612084312902	2012-12-03	22.58	A
USGS	335612084312902	2012-12-04	22.58	A
USGS	335612084312902	2012-12-05	22.58	A
USGS	335612084312902	2012-12-06	22.58	A
USGS	335612084312902	2012-12-07	22.58	A
USGS	335612084312902	2012-12-08	22.58	A
USGS	335612084312902	2012-12-09	22.58	A
USGS	335612084312902	2012-12-10	22.48	A
USGS	335612084312902	2012-12-11	22.22	A
USGS	335612084312902	2012-12-12	22.18	A
USGS	335612084312902	2012-12-13	22.29	A
USGS	335612084312902	2012-12-14	22.41	A
USGS	335612084312902	2012-12-15	22.47	A
USGS	335612084312902	2012-12-16	22.43	A
USGS	335612084312902	2012-12-17	22.07	A
USGS	335612084312902	2012-12-18	22.04	A
USGS	335612084312902	2012-12-19	22.07	A
USGS	335612084312902	2012-12-20	22.03	A
USGS	335612084312902	2012-12-21	21.92	A
USGS	335612084312902	2012-12-22	21.96	A
USGS	335612084312902	2012-12-23	22.04	A
USGS	335612084312902	2012-12-24	22.09	A
USGS	335612084312902	2012-12-25	22.04	A
USGS	335612084312902	2012-12-26	21.70	A
USGS	335612084312902	2012-12-27	21.80	A
USGS	335612084312902	2012-12-28	21.88	A
USGS	335612084312902	2012-12-29	21.77	A
USGS	335612084312902	2012-12-30	21.83	A
USGS	335612084312902	2012-12-31	21.89	A
USGS	335612084312902	2013-01-01	21.83	A
USGS	335612084312902	2013-01-02	21.64	A
USGS	335612084312902	2013-01-03	21.74	A
USGS	335612084312902	2013-01-04	21.82	A
USGS	335612084312902	2013-01-05	21.91	A
USGS	335612084312902	2013-01-06	22.06	A
USGS	335612084312902	2013-01-07	22.17	A
USGS	335612084312902	2013-01-08	22.24	A
USGS	335612084312902	2013-01-09	22.29	A
USGS	335612084312902	2013-01-10	22.32	A
USGS	335612084312902	2013-01-11	22.25	A
USGS	335612084312902	2013-01-12	22.13	A
USGS	335612084312902	2013-01-13	22.21	A
USGS	335612084312902	2013-01-14	22.01	A
USGS	335612084312902	2013-01-15	21.79	A
USGS	335612084312902	2013-01-16	21.61	A
USGS	335612084312902	2013-01-17	21.48	A
USGS	335612084312902	2013-01-18	21.50	A
USGS	335612084312902	2013-01-19	21.57	A
USGS	335612084312902	2013-01-20	21.65	A
USGS	335612084312902	2013-01-21	21.79	A
USGS	335612084312902	2013-01-22	21.94	A
USGS	335612084312902	2013-01-23	22.02	A
USGS	335612084312902	2013-01-24	22.09	A
USGS	335612084312902	2013-01-25	22.13	A
USGS	335612084312902	2013-01-26	22.17	A
USGS	335612084312902	2013-01-27	22.20	A
USGS	335612084312902	2013-01-28	22.22	A
USGS	335612084312902	2013-01-29	22.23	A
USGS	335612084312902	2013-01-30	22.09	A
USGS	335612084312902	2013-01-31	21.75	A
USGS	335612084312902	2013-02-01	21.73	A
USGS	335612084312902	2013-02-02	21.74	A
USGS	335612084312902	2013-02-03	21.75	A
USGS	335612084312902	2013-02-04	21.88	A
USGS	335612084312902	2013-02-05	22.00	A
USGS	335612084312902	2013-02-06	22.08	A
USGS	335612084312902	2013-02-07	22.06	A
USGS	335612084312902	2013-02-08	21.95	A
USGS	335612084312902	2013-02-09	22.01	A
USGS	335612084312902	2013-02-10	22.06	A
USGS	335612084312902	2013-02-11	21.68	A
USGS	335612084312902	2013-02-12	21.56	A
USGS	335612084312902	2013-02-13	21.53	A
USGS	335612084312902	2013-02-14	21.56	A
USGS	335612084312902	2013-02-15	21.59	A
USGS	335612084312902	2013-02-16	21.66	A
USGS	335612084312902	2013-02-17	21.80	A
USGS	335612084312902	2013-02-18	21.89	A
USGS	335612084312902	2013-02-19	21.84	A
USGS	335612084312902	2013-02-20	21.77	A
USGS	335612084312902	2013-02-21	21.80	A
USGS	335612084312902	2013-02-22	21.62	A
USGS	335612084312902	2013-02-23	21.31	A
USGS	335612084312902	2013-02-24	21.34	A
USGS	335612084312902	2013-02-25	21.38	A
USGS	335612084312902	2013-02-26	21.15	A
USGS	335612084312902	2013-02-27	21.18	A
USGS	335612084312902	2013-02-28	21.23	A
USGS	335612084312902	2013-03-01	21.26	A
USGS	335612084312902	2013-03-02	21.33	A
USGS	335612084312902	2013-03-03	21.46	A
USGS	335612084312902	2013-03-04	21.56	A
USGS	335612084312902	2013-03-05	21.60	A
USGS	335612084312902	2013-03-06	21.56	A
USGS	335612084312902	2013-03-07	21.59	A
USGS	335612084312902	2013-03-08	21.69	A
USGS	335612084312902	2013-03-09	21.75	A
USGS	335612084312902	2013-03-10	21.79	A
USGS	335612084312902	2013-03-11	21.75	A
USGS	335612084312902	2013-03-12	21.48	A
USGS	335612084312902	2013-03-13	21.45	A
USGS	335612084312902	2013-03-14	21.45	A
USGS	335612084312902	2013-03-15	21.47	A
USGS	335612084312902	2013-03-16	21.59	A
USGS	335612084312902	2013-03-17	21.68	A
USGS	335612084312902	2013-03-18		
USGS	335612084312902	2013-03-19		
USGS	335612084312902	2013-03-20		
USGS	335612084312902	2013-03-21		
USGS	335612084312902	2013-03-22		
USGS	335612084312902	2013-03-23		
USGS	335612084312902	2013-03-24		
USGS	335612084312902	2013-03-25		
USGS	335612084312902	2013-03-26		
USGS	335612084312902	2013-03-27		
USGS	335612084312902	2013-03-28		
USGS	335612084312902	2013-03-29		
USGS	335612084312902	2013-03-30		
USGS	335612084312902	2013-03-31		
USGS	335612084312902	2013-04-01		
USGS	335612084312902	2013-04-02	21.47	A
USGS	335612084312902	2013-04-03	21.51	A
USGS	335612084312902	2013-04-04	21.45	A
USGS	335612084312902	2013-04-05	21.42	A
USGS	335612084312902	2013-04-06	21.45	A
USGS	335612084312902	2013-04-07	21.47	A
USGS	335612084312902	2013-04-08	21.50	A
USGS	335612084312902	2013-04-09	21.60	A
USGS	335612084312902	2013-04-10	21.67	A
USGS	335612084312902	2013-04-11	21.70	A
USGS	335612084312902	2013-04-12	21.40	A
USGS	335612084312902	2013-04-13	21.39	A
USGS	335612084312902	2013-04-14	21.38	A
USGS	335612084312902	2013-04-15	21.39	A
USGS	335612084312902	2013-04-16	21.42	A
USGS	335612084312902	2013-04-17	21.43	A
USGS	335612084312902	2013-04-18	21.47	A
USGS	335612084312902	2013-04-19	21.50	A
USGS	335612084312902	2013-04-20	21.44	A
USGS	335612084312902	2013-04-21	21.45	A
USGS	335612084312902	2013-04-22	21.46	A
USGS	335612084312902	2013-04-23	21.48	A
USGS	335612084312902	2013-04-24	21.54	A
USGS	335612084312902	2013-04-25	21.59	A
USGS	335612084312902	2013-04-26	21.67	A
USGS	335612084312902	2013-04-27	21.72	A
USGS	335612084312902	2013-04-28	21.60	A
USGS	335612084312902	2013-04-29	21.35	A
USGS	335612084312902	2013-04-30	21.39	A
USGS	335612084312902	2013-05-01	21.43	A
USGS	335612084312902	2013-05-02	21.45	A
USGS	335612084312902	2013-05-03	21.48	A
USGS	335612084312902	2013-05-04	21.37	A
USGS	335612084312902	2013-05-05	20.81	A
USGS	335612084312902	2013-05-06	20.87	A
USGS	335612084312902	2013-05-07	20.88	A
USGS	335612084312902	2013-05-08	20.96	A
USGS	335612084312902	2013-05-09	21.01	A
USGS	335612084312902	2013-05-10	21.06	A
USGS	335612084312902	2013-05-11	21.10	A
USGS	335612084312902	2013-05-12	21.09	A
USGS	335612084312902	2013-05-13	21.20	A
USGS	335612084312902	2013-05-14	21.30	A
USGS	335612084312902	2013-05-15	21.35	A
USGS	335612084312902	2013-05-16	21.42	A
USGS	335612084312902	2013-05-17	21.48	A
USGS	335612084312902	2013-05-18	21.45	A
USGS	335612084312902	2013-05-19	21.35	A
USGS	335612084312902	2013-05-20	21.28	A
USGS	335612084312902	2013-05-21	21.30	A
USGS	335612084312902	2013-05-22	21.32	A
USGS	335612084312902	2013-05-23	21.35	A
USGS	335612084312902	2013-05-24	21.42	A
USGS	335612084312902	2013-05-25	21.50	A
USGS	335612084312902	2013-05-26	21.55	A
USGS	335612084312902	2013-05-27	21.58	A
USGS	335612084312902	2013-05-28	21.62	A
USGS	335612084312902	2013-05-29	21.64	A
USGS	335612084312902	2013-05-30	21.66	A
USGS	335612084312902	2013-05-31	21.67	A
USGS	335612084312902	2013-06-01	21.68	A
USGS	335612084312902	2013-06-02	21.65	A
USGS	335612084312902	2013-06-03	21.43	A
USGS	335612084312902	2013-06-04	21.36	A
USGS	335612084312902	2013-06-05	21.33	A
USGS	335612084312902	2013-06-06	21.30	A
USGS	335612084312902	2013-06-07	21.40	A
USGS	335612084312902	2013-06-08	21.46	A
USGS	335612084312902	2013-06-09	21.46	A
USGS	335612084312902	2013-06-10	21.27	A
USGS	335612084312902	2013-06-11	21.20	A
USGS	335612084312902	2013-06-12	21.21	A
USGS	335612084312902	2013-06-13	21.20	A
USGS	335612084312902	2013-06-14	21.30	A
USGS	335612084312902	2013-06-15	21.81	A
USGS	335612084312902	2013-06-16	21.83	A
USGS	335612084312902	2013-06-17	21.63	A
USGS	335612084312902	2013-06-18	21.57	A
USGS	335612084312902	2013-06-19	21.55	A
USGS	335612084312902	2013-06-20	21.62	A
USGS	335612084312902	2013-06-21	21.66	A
USGS	335612084312902	2013-06-22	21.70	A
USGS	335612084312902	2013-06-23	21.75	A
USGS	335612084312902	2013-06-24	21.84	A
USGS	335612084312902	2013-06-25	21.90	A
USGS	335612084312902	2013-06-26	21.87	A
USGS	335612084312902	2013-06-27	21.90	A
USGS	335612084312902	2013-06-28	21.82	A
USGS	335612084312902	2013-06-29	21.78	A
USGS	335612084312902	2013-06-30	21.77	A
USGS	335612084312902	2013-07-01	21.79	A
USGS	335612084312902	2013-07-02	21.80	A
USGS	335612084312902	2013-07-03	21.72	A
USGS	335612084312902	2013-07-04	21.44	A
USGS	335612084312902	2013-07-05	21.37	A
USGS	335612084312902	2013-07-06	21.28	A
USGS	335612084312902	2013-07-07	21.21	A
USGS	335612084312902	2013-07-08	21.26	A
USGS	335612084312902	2013-07-09	21.30	A
USGS	335612084312902	2013-07-10	21.31	A
USGS	335612084312902	2013-07-11	21.28	A
USGS	335612084312902	2013-07-12	21.33	A
USGS	335612084312902	2013-07-13	21.32	A
USGS	335612084312902	2013-07-14	21.36	A
USGS	335612084312902	2013-07-15	21.43	A
USGS	335612084312902	2013-07-16	21.49	A
USGS	335612084312902	2013-07-17	21.57	A
USGS	335612084312902	2013-07-18	21.51	A
USGS	335612084312902	2013-07-19	21.49	A
USGS	335612084312902	2013-07-20	21.37	A
USGS	335612084312902	2013-07-21	21.29	A
USGS	335612084312902	2013-07-22	21.29	A
USGS	335612084312902	2013-07-23	21.32	A
USGS	335612084312902	2013-07-24	21.36	A
USGS	335612084312902	2013-07-25	21.42	A
USGS	335612084312902	2013-07-26	21.47	A
USGS	335612084312902	2013-07-27	21.56	A
USGS	335612084312902	2013-07-28	21.66	A
USGS	335612084312902	2013-07-29	21.72	A
USGS	335612084312902	2013-07-30	21.77	A
USGS	335612084312902	2013-07-31	21.65	A
USGS	335612084312902	2013-08-01	21.47	A
USGS	335612084312902	2013-08-02	21.46	A
USGS	335612084312902	2013-08-03	21.48	A
USGS	335612084312902	2013-08-04	21.53	A
USGS	335612084312902	2013-08-05	21.62	A
USGS	335612084312902	2013-08-06	21.73	A
USGS	335612084312902	2013-08-07	21.75	A
USGS	335612084312902	2013-08-08	21.65	A
USGS	335612084312902	2013-08-09	21.61	A
USGS	335612084312902	2013-08-10	21.62	A
USGS	335612084312902	2013-08-11	21.72	A
USGS	335612084312902	2013-08-12	21.78	A
USGS	335612084312902	2013-08-13	21.71	A
USGS	335612084312902	2013-08-14	21.70	A
USGS	335612084312902	2013-08-15	21.67	A
USGS	335612084312902	2013-08-16	21.68	A
USGS	335612084312902	2013-08-17	21.70	A
USGS	335612084312902	2013-08-18	21.71	A
USGS	335612084312902	2013-08-19	21.62	A
USGS	335612084312902	2013-08-20	21.62	A
USGS	335612084312902	2013-08-21	21.64	A
USGS	335612084312902	2013-08-22	21.64	A
USGS	335612084312902	2013-08-23	21.60	A
USGS	335612084312902	2013-08-24	21.66	A
USGS	335612084312902	2013-08-25	21.70	A
USGS	335612084312902	2013-08-26	21.75	A
USGS	335612084312902	2013-08-27	21.84	A
USGS	335612084312902	2013-08-28	21.91	A
USGS	335612084312902	2013-08-29	21.96	A
USGS	335612084312902	2013-08-30	22.00	A
USGS	335612084312902	2013-08-31	22.03	A
USGS	335612084312902	2013-09-01	21.97	A
USGS	335612084312902	2013-09-02	21.74	A
USGS	335612084312902	2013-09-03	21.67	A
USGS	335612084312902	2013-09-04	21.68	A
USGS	335612084312902	2013-09-05	21.72	A
USGS	335612084312902	2013-09-06	21.78	A
USGS	335612084312902	2013-09-07	21.89	A
USGS	335612084312902	2013-09-08	21.97	A
USGS	335612084312902	2013-09-09	22.03	A
USGS	335612084312902	2013-09-10	22.07	A
USGS	335612084312902	2013-09-11	22.10	A
USGS	335612084312902	2013-09-12	22.12	A
USGS	335612084312902	2013-09-13	22.14	A
USGS	335612084312902	2013-09-14	22.17	A
USGS	335612084312902	2013-09-15	22.18	A
USGS	335612084312902	2013-09-16	22.21	A
USGS	335612084312902	2013-09-17	22.22	A
USGS	335612084312902	2013-09-18	22.22	A
USGS	335612084312902	2013-09-19	22.22	A
USGS	335612084312902	2013-09-20	22.22	A
USGS	335612084312902	2013-09-21	22.14	A
USGS	335612084312902	2013-09-22	21.89	A
USGS	335612084312902	2013-09-23	21.84	A
USGS	335612084312902	2013-09-24	21.83	A
USGS	335612084312902	2013-09-25	21.67	A
USGS	335612084312902	2013-09-26	21.60	A
USGS	335612084312902	2013-09-27	21.66	A
USGS	335612084312902	2013-09-28	21.71	A
USGS	335612084312902	2013-09-29	21.77	A
USGS	335612084312902	2013-09-30	21.88	A
USGS	335612084312902	2013-10-01	21.97	A
USGS	335612084312902	2013-10-02	22.04	A
USGS	335612084312902	2013-10-03	22.08	A
USGS	335612084312902	2013-10-04	22.12	A
USGS	335612084312902	2013-10-05	22.15	A
USGS	335612084312902	2013-10-06	22.13	A
USGS	335612084312902	2013-10-07	21.72	A
USGS	335612084312902	2013-10-08	21.71	A
USGS	335612084312902	2013-10-09	21.73	A
USGS	335612084312902	2013-10-10	21.77	A
USGS	335612084312902	2013-10-11	21.85	A
USGS	335612084312902	2013-10-12	21.97	A
USGS	335612084312902	2013-10-13	22.04	A
USGS	335612084312902	2013-10-14	22.08	A
USGS	335612084312902	2013-10-15	22.12	A
USGS	335612084312902	2013-10-16	22.14	A
USGS	335612084312902	2013-10-17	22.07	A
USGS	335612084312902	2013-10-18	21.94	A
USGS	335612084312902	2013-10-19	21.95	A
USGS	335612084312902	2013-10-20	22.04	A
USGS	335612084312902	2013-10-21	22.11	A
USGS	335612084312902	2013-10-22	22.14	A
USGS	335612084312902	2013-10-23	22.18	A
USGS	335612084312902	2013-10-24	22.20	A
USGS	335612084312902	2013-10-25	22.21	A
USGS	335612084312902	2013-10-26	22.22	A
USGS	335612084312902	2013-10-27	22.23	A
USGS	335612084312902	2013-10-28	22.22	A
USGS	335612084312902	2013-10-29	22.20	A
USGS	335612084312902	2013-10-30	22.21	A
USGS	335612084312902	2013-10-31	22.24	A
USGS	335612084312902	2013-11-01	22.13	A
USGS	335612084312902	2013-11-02	22.02	A
USGS	335612084312902	2013-11-03	21.97	A
USGS	335612084312902	2013-11-04	22.07	A
USGS	335612084312902	2013-11-05	22.15	A
USGS	335612084312902	2013-11-06	22.19	A
USGS	335612084312902	2013-11-07	22.15	A
USGS	335612084312902	2013-11-08	22.13	A
USGS	335612084312902	2013-11-09	22.19	A
USGS	335612084312902	2013-11-10	22.23	A
USGS	335612084312902	2013-11-11	22.25	A
USGS	335612084312902	2013-11-12	22.26	A
USGS	335612084312902	2013-11-13	22.34	A
USGS	335612084312902	2013-11-14	22.46	A
USGS	335612084312902	2013-11-15	22.42	A
USGS	335612084312902	2013-11-16	22.27	A
USGS	335612084312902	2013-11-17	22.31	A
USGS	335612084312902	2013-11-18	22.35	A
USGS	335612084312902	2013-11-19	22.41	A
USGS	335612084312902	2013-11-20	22.45	A
USGS	335612084312902	2013-11-21	22.46	A
USGS	335612084312902	2013-11-22	22.47	A
USGS	335612084312902	2013-11-23	22.45	A
USGS	335612084312902	2013-11-24	22.47	A
USGS	335612084312902	2013-11-25	22.48	A
USGS	335612084312902	2013-11-26	22.24	A
USGS	335612084312902	2013-11-27	21.99	A
USGS	335612084312902	2013-11-28	21.98	A
USGS	335612084312902	2013-11-29	22.00	A
USGS	335612084312902	2013-11-30	22.05	A
USGS	335612084312902	2013-12-01	22.18	A
USGS	335612084312902	2013-12-02	22.21	A
USGS	335612084312902	2013-12-03	22.09	A
USGS	335612084312902	2013-12-04	22.07	A
USGS	335612084312902	2013-12-05	22.09	A
USGS	335612084312902	2013-12-06	21.94	A
USGS	335612084312902	2013-12-07	21.92	A
USGS	335612084312902	2013-12-08	21.94	A
USGS	335612084312902	2013-12-09	21.77	A
USGS	335612084312902	2013-12-10	21.76	A
USGS	335612084312902	2013-12-11	21.83	A
USGS	335612084312902	2013-12-12	21.90	A
USGS	335612084312902	2013-12-13	21.95	A
USGS	335612084312902	2013-12-14	21.91	A
USGS	335612084312902	2013-12-15	21.90	A
USGS	335612084312902	2013-12-16	21.93	A
USGS	335612084312902	2013-12-17	21.96	A
USGS	335612084312902	2013-12-18	22.00	A
USGS	335612084312902	2013-12-19	22.05	A
USGS	335612084312902	2013-12-20	22.15	A
USGS	335612084312902	2013-12-21	22.20	A
USGS	335612084312902	2013-12-22	21.96	A
USGS	335612084312902	2013-12-23	21.57	A
USGS	335612084312902	2013-12-24	21.65	A
USGS	335612084312902	2013-12-25	21.71	A
USGS	335612084312902	2013-12-26	21.76	A
USGS	335612084312902	2013-12-27	21.87	A
USGS	335612084312902	2013-12-28	21.95	A
USGS	335612084312902	2013-12-29	21.75	A
USGS	335612084312902	2013-12-30	21.76	A
USGS	335612084312902	2013-12-31	21.78	A
USGS	335612084312902	2014-01-01	21.79	A
USGS	335612084312902	2014-01-02	21.83	A
USGS	335612084312902	2014-01-03		
USGS	335612084312902	2014-01-04		
USGS	335612084312902	2014-01-05		
USGS	335612084312902	2014-01-06		
USGS	335612084312902	2014-01-07		
USGS	335612084312902	2014-01-08		
USGS	335612084312902	2014-01-09		
USGS	335612084312902	2014-01-10		
USGS	335612084312902	2014-01-11		
USGS	335612084312902	2014-01-12		
USGS	335612084312902	2014-01-13		
USGS	335612084312902	2014-01-14		
USGS	335612084312902	2014-01-15		
USGS	335612084312902	2014-01-16		
USGS	335612084312902	2014-01-17		
USGS	335612084312902	2014-01-18		
USGS	335612084312902	2014-01-19		
USGS	335612084312902	2014-01-20		
USGS	335612084312902	2014-01-21		
USGS	335612084312902	2014-01-22		
USGS	335612084312902	2014-01-23		
USGS	335612084312902	2014-01-24		
USGS	335612084312902	2014-01-25		
USGS	335612084312902	2014-01-26		
USGS	335612084312902	2014-01-27		
USGS	335612084312902	2014-01-28		
USGS	335612084312902	2014-01-29		
USGS	335612084312902	2014-01-30		
USGS	335612084312902	2014-01-31		
USGS	335612084312902	2014-02-01		
USGS	335612084312902	2014-02-02		
USGS	335612084312902	2014-02-03		
USGS	335612084312902	2014-02-04		
USGS	335612084312902	2014-02-05		
USGS	335612084312902	2014-02-06		
USGS	335612084312902	2014-02-07		
USGS	335612084312902	2014-02-08		
USGS	335612084312902	2014-02-09		
USGS	335612084312902	2014-02-10		
